1	chr1
AADN04011995.1	chrUn_NT_471512v1
AADN04012056.1	chr5_NT_460581v1_random
AADN04012116.1	chr25_NT_463231v1_random
AADN04012005.1	chrUn_NT_471518v1
AADN04012087.1	chr4_NT_460044v1_random
AADN04011989.1	chr1_NT_456857v1_random
AADN04012006.1	chrUn_NT_471519v1
AADN04012009.1	chrUn_NT_471521v1
AADN04012008.1	chrUn_NT_471520v1
AADN04012022.1	chrUn_NT_471529v1
AADN04012010.1	chrUn_NT_471522v1
AADN04012011.1	chrUn_NT_471523v1
AADN04012013.1	chrUn_NT_471524v1
AADN04012014.1	chrUn_NT_471525v1
AADN04012003.1	chrUn_NT_471517v1
AADN04012024.1	chrUn_NT_471531v1
AADN04012071.1	chr8_NT_461436v1_random
AADN04012144.1	chr2_NT_458344v1_random
AADN04012036.1	chr4_NT_460042v1_random
AADN04012040.1	chr4_NT_460043v1_random
AADN04012017.1	chrUn_NT_471527v1
AADN04012031.1	chrUn_NT_471537v1
AADN04012089.1	chr10_NT_461782v1_random
AADN04012106.1	chr8_NT_461438v1_random
AADN04012020.1	chrUn_NT_471528v1
AADN04012023.1	chrUn_NT_471530v1
AADN04012058.1	chr3_NT_459289v1_random
AADN04012078.1	chr1_NT_456865v1_random
AADN04012121.1	chr3_NT_459295v1_random
AADN04012025.1	chrUn_NT_471532v1
AADN04012028.1	chrUn_NT_471534v1
AADN04012127.1	chr7_NT_461167v1_random
KQ759692.1	chrUn_NT_471533v1
AADN04012029.1	chrUn_NT_471535v1
AADN04012030.1	chrUn_NT_471536v1
AADN04012041.1	chr2_NT_458336v1_random
AADN04012034.1	chrUn_NT_471538v1
AADN04012147.1	chr2_NT_458346v1_random
AADN04012039.1	chrUn_NT_471540v1
AADN04012051.1	chrUn_NT_471547v1
AADN04012037.1	chrUn_NT_471539v1
AADN04012042.1	chrUn_NT_471541v1
AADN04012045.1	chrUn_NT_471543v1
AADN04012044.1	chrUn_NT_471542v1
AADN04012047.1	chrUn_NT_471544v1
AADN04012048.1	chrUn_NT_471545v1
AADN04012049.1	chrUn_NT_471546v1
AADN04012084.1	chrW_NT_463533v1_random
AADN04012032.1	chr2_NT_458335v1_random
AADN04012052.1	chrUn_NT_471548v1
AADN04012053.1	chrUn_NT_471549v1
AADN04012083.1	chr22_NT_463038v1_random
AADN04012098.1	chr25_NT_463230v1_random
AADN04012074.1	chr3_NT_459290v1_random
AADN04012085.1	chrZ_NT_464015v1_random
AADN04012061.1	chrUn_NT_471552v1
AADN04012055.1	chr11_NT_461948v1_random
AADN04012057.1	chrUn_NT_471550v1
AADN04012060.1	chrUn_NT_471551v1
AADN04012158.1	chr18_NT_462673v1_random
AADN04012120.1	chr1_NT_456870v1_random
AADN04012063.1	chrUn_NT_471553v1
AADN04012064.1	chrUn_NT_471554v1
AADN04012065.1	chrUn_NT_471555v1
AADN04012119.1	chr2_NT_458341v1_random
AADN04012066.1	chrUn_NT_471556v1
AADN04012105.1	chr1_NT_456868v1_random
AADN04012142.1	chr6_NT_460928v1_random
AADN04012067.1	chrUn_NT_471557v1
AADN04012068.1	chrUn_NT_471558v1
AADN04012069.1	chrUn_NT_471559v1
AADN04012100.1	chr1_NT_456867v1_random
AADN04012075.1	chrUn_NT_471562v1
AADN04012072.1	chrUn_NT_471560v1
AADN04012073.1	chrUn_NT_471561v1
AADN04012076.1	chr1_NT_456864v1_random
AADN04012079.1	chrUn_NT_471564v1
AADN04012077.1	chrUn_NT_471563v1
AADN04012086.1	chrUn_NT_471566v1
AADN04012107.1	chr3_NT_459291v1_random
AADN04012117.1	chr3_NT_459294v1_random
AADN04012182.1	chr6_NT_460929v1_random
AADN04012242.1	chr7_NT_461168v1_random
AADN04012081.1	chrUn_NT_471565v1
AADN04012133.1	chr1_NT_456871v1_random
AADN04012090.1	chrUn_NT_471568v1
AADN04012126.1	chr4_NT_460045v1_random
AADN04012088.1	chrUn_NT_471567v1
AADN04012091.1	chrUn_NT_471569v1
AADN04012092.1	chrUn_NT_471570v1
AADN04012097.1	chrUn_NT_471573v1
AADN04012095.1	chrUn_NT_471571v1
AADN04012164.1	chr9_NT_461634v1_random
AADN04012093.1	chr1_NT_456866v1_random
AADN04012094.1	chr2_NT_458339v1_random
AADN04012096.1	chrUn_NT_471572v1
AADN04012146.1	chr2_NT_458345v1_random
AADN04012099.1	chrUn_NT_471574v1
AADN04012101.1	chrUn_NT_471575v1
AADN04012102.1	chrUn_NT_471576v1
AADN04012103.1	chr8_NT_461437v1_random
AADN04012104.1	chrUn_NT_471577v1
AADN04012113.1	chrUn_NT_471579v1
AADN04012109.1	chr3_NT_459293v1_random
AADN04012111.1	chrUn_NT_471578v1
AADN04012114.1	chrUn_NT_471580v1
AADN04012141.1	chr2_NT_458343v1_random
AADN04012115.1	chrUn_NT_471581v1
AADN04012122.1	chrUn_NT_471582v1
AADN04012118.1	chr20_NT_462877v1_random
AADN04012123.1	chrUn_NT_471583v1
AADN04012125.1	chrUn_NT_471585v1
AADN04012220.1	chr3_NT_459299v1_random
AADN04012124.1	chrUn_NT_471584v1
AADN04012129.1	chrUn_NT_471587v1
AADN04012135.1	chrUn_NT_471592v1
AADN04012137.1	chr2_NT_458342v1_random
AADN04012261.1	chr21_NT_462965v1_random
AADN04012128.1	chrUn_NT_471586v1
AADN04012130.1	chrUn_NT_471588v1
AADN04012131.1	chrUn_NT_471589v1
AADN04012132.1	chrUn_NT_471590v1
AADN04012134.1	chrUn_NT_471591v1
AADN04012136.1	chrUn_NT_471593v1
AADN04012311.1	chr9_NT_461635v1_random
AADN04002602.1	chrZ_NT_463711v1_random
AADN04012138.1	chrUn_NT_471594v1
AADN04012139.1	chrUn_NT_471595v1
AADN04012211.1	chr1_NT_456874v1_random
AADN04012259.1	chr4_NT_460049v1_random
AADN04012140.1	chrUn_NT_471596v1
AADN04012143.1	chrUn_NT_471597v1
AADN04012145.1	chrUn_NT_471598v1
AADN04012161.1	chrUn_NT_471607v1
AADN04012289.1	chr17_NT_462606v1_random
AADN04012244.1	chrUn_NT_471662v1
AADN04012149.1	chrUn_NT_471599v1
AADN04012190.1	chr8_NT_461439v1_random
AADN04012208.1	chr4_NT_460047v1_random
AADN04012152.1	chrUn_NT_471601v1
AADN04012160.1	chrUn_NT_471606v1
AADN04012153.1	chrUn_NT_471602v1
AADN04012199.1	chr5_NT_460583v1_random
AADN04012151.1	chrUn_NT_471600v1
AADN04012154.1	chrUn_NT_471603v1
AADN04012155.1	chrUn_NT_471604v1
AADN04012157.1	chrUn_NT_471605v1
AADN04012360.1	chr4_NT_460052v1_random
AADN04012162.1	chrUn_NT_471608v1
AADN04012217.1	chrUn_NT_471645v1
AADN04012176.1	chr19_NT_462750v1_random
AADN04012163.1	chrUn_NT_471609v1
AADN04012166.1	chrUn_NT_471611v1
AADN04012165.1	chrUn_NT_471610v1
AADN04012183.1	chr3_NT_459296v1_random
AADN04012169.1	chrUn_NT_471614v1
AADN04012274.1	chrUn_NT_471677v1
AADN04012168.1	chrUn_NT_471613v1
AADN04012170.1	chr4_NT_460046v1_random
AADN04012173.1	chrUn_NT_471617v1
AADN04012167.1	chrUn_NT_471612v1
AADN04012171.1	chrUn_NT_471615v1
AADN04012172.1	chrUn_NT_471616v1
AADN04012175.1	chrUn_NT_471618v1
AADN04012216.1	chr3_NT_459297v1_random
AADN04012177.1	chrUn_NT_471619v1
AADN04012179.1	chrUn_NT_471621v1
AADN04012178.1	chrUn_NT_471620v1
AADN04012180.1	chrUn_NT_471622v1
AADN04012200.1	chr1_NT_456873v1_random
AADN04012285.1	chr1_NT_456879v1_random
AADN04012181.1	chr1_NT_456872v1_random
AADN04012226.1	chr2_NT_458349v1_random
AADN04012186.1	chrUn_NT_471625v1
AADN04012184.1	chrUn_NT_471623v1
AADN04012185.1	chrUn_NT_471624v1
AADN04012187.1	chrUn_NT_471626v1
AADN04012201.1	chr12_NT_462102v1_random
AADN04007114.1	chrZ_NT_463892v1_random
AADN04012188.1	chrUn_NT_471627v1
AADN04012354.1	chr11_NT_461951v1_random
AADN04012191.1	chrUn_NT_471629v1
AADN04012192.1	chrUn_NT_471630v1
AADN04012194.1	chrUn_NT_471631v1
AADN04012189.1	chrUn_NT_471628v1
AADN04012236.1	chr18_NT_462674v1_random
AADN04012297.1	chr2_NT_458356v1_random
AADN04012195.1	chrUn_NT_471632v1
AADN04012198.1	chrUn_NT_471634v1
AADN04012207.1	chr22_NT_463039v1_random
AADN04012206.1	chrUn_NT_471639v1
AADN04012263.1	chr2_NT_458352v1_random
AADN04012193.1	chr8_NT_461440v1_random
AADN04012203.1	chrUn_NT_471636v1
AADN04012202.1	chrUn_NT_471635v1
AADN04012204.1	chrUn_NT_471637v1
AADN04012205.1	chrUn_NT_471638v1
AADN04012223.1	chr2_NT_458348v1_random
AADN04012317.1	chr11_NT_461949v1_random
KQ759693.1	chrUn_NT_471633v1
AADN04012340.1	chr19_NT_462751v1_random
AADN04012209.1	chrUn_NT_471640v1
AADN04012210.1	chrUn_NT_471641v1
AADN04012212.1	chrUn_NT_471642v1
AADN04012213.1	chrUn_NT_471643v1
AADN04012214.1	chrUn_NT_471644v1
AADN04012312.1	chr8_NT_461442v1_random
AADN04000940.1	chrW_NT_463481v1_random
AADN04012260.1	chr28_NT_463387v1_random
AADN04012219.1	chr3_NT_459298v1_random
AADN04012218.1	chrUn_NT_471646v1
AADN04012225.1	chrUn_NT_471650v1
AADN04012266.1	chr2_NT_458353v1_random
AADN04001218.1	chrZ_NT_463627v1_random
AADN04012221.1	chrUn_NT_471647v1
AADN04012228.1	chrUn_NT_471652v1
AADN04012215.1	chr1_NT_456875v1_random
AADN04012222.1	chrUn_NT_471648v1
AADN04012224.1	chrUn_NT_471649v1
AADN04012227.1	chrUn_NT_471651v1
AADN04012235.1	chrUn_NT_471656v1
AADN04012229.1	chrUn_NT_471653v1
AADN04012231.1	chrUn_NT_471654v1
AADN04012327.1	chrUn_NT_471709v1
AADN04012230.1	chr1_NT_456876v1_random
AADN04012232.1	chr25_NT_463232v1_random
AADN04012233.1	chrUn_NT_471655v1
AADN04012287.1	chr1_NT_456881v1_random
AADN04012234.1	chr8_NT_461441v1_random
AADN04012293.1	chr5_NT_460584v1_random
AADN04012308.1	chr26_NT_463297v1_random
AADN04012322.1	chr4_NT_460050v1_random
AADN04012262.1	chr15_NT_462492v1_random
AADN04012271.1	chr1_NT_456878v1_random
AADN04012267.1	chr7_NT_461169v1_random
AADN04012238.1	chrUn_NT_471658v1
AADN04012239.1	chrUn_NT_471659v1
AADN04012241.1	chrUn_NT_471661v1
AADN04012237.1	chrUn_NT_471657v1
AADN04012278.1	chr2_NT_458354v1_random
AADN04012302.1	chr6_NT_460930v1_random
AADN04012245.1	chr1_NT_456877v1_random
AADN04012246.1	chr2_NT_458351v1_random
AADN04012488.1	chr28_NT_463390v1_random
AADN04012248.1	chrUn_NT_471664v1
AADN04012361.1	chr1_NT_456888v1_random
AADN04012247.1	chrUn_NT_471663v1
AADN04012254.1	chr4_NT_460048v1_random
AADN04012240.1	chrUn_NT_471660v1
AADN04012249.1	chrUn_NT_471665v1
AADN04012336.1	chr1_NT_456886v1_random
AADN04012323.1	chr2_NT_458357v1_random
AADN04012251.1	chrUn_NT_471666v1
AADN04012286.1	chr1_NT_456880v1_random
AADN04012335.1	chr1_NT_456885v1_random
AADN04012338.1	chr7_NT_461170v1_random
AADN04012253.1	chrUn_NT_471667v1
AADN04012255.1	chrUn_NT_471668v1
AADN04012256.1	chrUn_NT_471669v1
AADN04012258.1	chrUn_NT_471670v1
AADN04012296.1	chrUn_NT_471690v1
AADN04012534.1	chr1_NT_456908v1_random
AADN04012269.1	chrUn_NT_471673v1
AADN04012273.1	chrUn_NT_471676v1
AADN04012362.1	chr2_NT_458358v1_random
AADN04012250.1	chr18_NT_462675v1_random
AADN04012320.1	chr3_NT_459301v1_random
AADN04012265.1	chrUn_NT_471671v1
AADN04012268.1	chrUn_NT_471672v1
AADN04012270.1	chrUn_NT_471674v1
AADN04012281.1	chr3_NT_459300v1_random
AADN04012272.1	chrUn_NT_471675v1
AADN04012275.1	chrUn_NT_471678v1
AADN04012276.1	chrUn_NT_471679v1
AADN04012277.1	chrUn_NT_471680v1
AADN04012279.1	chrUn_NT_471681v1
AADN04012282.1	chr2_NT_458355v1_random
AADN04012283.1	chr17_NT_462605v1_random
AADN04012284.1	chrUn_NT_471683v1
AADN04012280.1	chrUn_NT_471682v1
AADN04012376.1	chr2_NT_458359v1_random
AADN04012288.1	chrUn_NT_471684v1
AADN04012395.1	chr3_NT_459304v1_random
AADN04012310.1	chr28_NT_463388v1_random
AADN04012290.1	chrUn_NT_471685v1
AADN04012357.1	chr1_NT_456887v1_random
AADN04012292.1	chrUn_NT_471687v1
AADN04012420.1	chr28_NT_463389v1_random
AADN04012291.1	chrUn_NT_471686v1
AADN04012294.1	chrUn_NT_471688v1
AADN04012295.1	chrUn_NT_471689v1
AADN04012298.1	chrUn_NT_471691v1
AADN04012299.1	chrUn_NT_471692v1
AADN04012300.1	chrUn_NT_471693v1
AADN04012303.1	chrUn_NT_471695v1
AADN04012329.1	chr5_NT_460586v1_random
AADN04012243.1	chr2_NT_458350v1_random
KQ759694.1	chrUn_NT_471719v1
AADN04012301.1	chrUn_NT_471694v1
AADN04012304.1	chrUn_NT_471696v1
AADN04012423.1	chr5_NT_460589v1_random
AADN04012305.1	chrUn_NT_471697v1
AADN04012341.1	chr4_NT_460051v1_random
AADN04012307.1	chrUn_NT_471699v1
AADN04012316.1	chr1_NT_456882v1_random
AADN04012331.1	chr1_NT_456883v1_random
AADN04012411.1	chr1_NT_456893v1_random
AADN04012306.1	chrUn_NT_471698v1
AADN04012324.1	chrUn_NT_471706v1
AADN04012333.1	chr1_NT_456884v1_random
AADN04012309.1	chrUn_NT_471700v1
AADN04012313.1	chrUn_NT_471701v1
AADN04012314.1	chrUn_NT_471702v1
AADN04012315.1	chrUn_NT_471703v1
AADN04012448.1	chr3_NT_459305v1_random
AADN04012370.1	chr1_NT_456890v1_random
AADN04012319.1	chrUn_NT_471704v1
AADN04012321.1	chrUn_NT_471705v1
AADN04012325.1	chrUn_NT_471707v1
AADN04012328.1	chrUn_NT_471710v1
AADN04012326.1	chrUn_NT_471708v1
AADN04012330.1	chrUn_NT_471711v1
AADN04012372.1	chr8_NT_461443v1_random
AADN04012332.1	chrUn_NT_471712v1
AADN04012374.1	chr4_NT_460053v1_random
AADN04012334.1	chrUn_NT_471713v1
AADN04012502.1	chr3_NT_459307v1_random
AADN04012318.1	chr5_NT_460585v1_random
AADN04012337.1	chrUn_NT_471714v1
AADN04012343.1	chrUn_NT_471717v1
AADN04012339.1	chrUn_NT_471715v1
AADN04012359.1	chrUn_NT_471727v1
AADN04012406.1	chr5_NT_460588v1_random
AADN04012342.1	chrUn_NT_471716v1
AADN04012344.1	chrUn_NT_471718v1
AADN04012412.1	chr19_NT_462752v1_random
AADN04012465.1	chr19_NT_462753v1_random
AADN04012348.1	chrUn_NT_471720v1
AADN04012358.1	chrUn_NT_471726v1
AADN04012345.1	chr3_NT_459302v1_random
AADN04012351.1	chr11_NT_461950v1_random
AADN04012352.1	chrZ_NT_464019v1_random
AADN04012349.1	chrUn_NT_471721v1
AADN04012429.1	chr17_NT_462607v1_random
AADN04012450.1	chr3_NT_459306v1_random
AADN04012353.1	chrUn_NT_471723v1
AADN04012355.1	chrUn_NT_471724v1
AADN04012356.1	chrUn_NT_471725v1
AADN04012405.1	chr1_NT_456891v1_random
AADN04012350.1	chrUn_NT_471722v1
AADN04012431.1	chr6_NT_460931v1_random
AADN04012471.1	chr4_NT_460056v1_random
AADN04012399.1	chr2_NT_458360v1_random
AADN04012384.1	chr20_NT_462878v1_random
AADN04012424.1	chr4_NT_460054v1_random
AADN04012364.1	chrZ_NT_464020v1_random
AADN04012371.1	chrUn_NT_471731v1
AADN04012363.1	chr1_NT_456889v1_random
AADN04012373.1	chrUn_NT_471732v1
AADN04012365.1	chrUn_NT_471728v1
AADN04012369.1	chrUn_NT_471730v1
AADN04012482.1	chr2_NT_458366v1_random
AADN04012455.1	chr6_NT_460932v1_random
AADN04012377.1	chrUn_NT_471734v1
AADN04012408.1	chr13_NT_462265v1_random
AADN04012375.1	chrUn_NT_471733v1
AADN04012413.1	chr11_NT_461953v1_random
AADN04012650.1	chr2_NT_458384v1_random
AADN04012387.1	chr5_NT_460587v1_random
AADN04012409.1	chr1_NT_456892v1_random
AADN04012367.1	chrUn_NT_471729v1
AADN04012422.1	chr1_NT_456894v1_random
AADN04012398.1	chrUn_NT_471749v1
AADN04012380.1	chrUn_NT_471735v1
AADN04012383.1	chrUn_NT_471738v1
AADN04012382.1	chrUn_NT_471737v1
AADN04012459.1	chr5_NT_460591v1_random
AADN04012730.1	chr2_NT_458390v1_random
AADN04012366.1	chr3_NT_459303v1_random
AADN04012368.1	chr27_NT_463343v1_random
AADN04012385.1	chrUn_NT_471739v1
AADN04012386.1	chrUn_NT_471740v1
AADN04012388.1	chrUn_NT_471741v1
AADN04012434.1	chr2_NT_458361v1_random
AADN04012381.1	chrUn_NT_471736v1
AADN04012390.1	chrUn_NT_471743v1
AADN04012552.1	chr2_NT_458373v1_random
AADN04012389.1	chrUn_NT_471742v1
AADN04012439.1	chr4_NT_460055v1_random
AADN04012581.1	chr2_NT_458376v1_random
AADN04012679.1	chr7_NT_461175v1_random
AADN04012394.1	chrUn_NT_471746v1
AADN04012437.1	chr9_NT_461636v1_random
AADN04012396.1	chrUn_NT_471747v1
AADN04012393.1	chrUn_NT_471745v1
AADN04012397.1	chrUn_NT_471748v1
AADN04012401.1	chrUn_NT_471751v1
AADN04012400.1	chrUn_NT_471750v1
AADN04012402.1	chrUn_NT_471752v1
AADN04012403.1	chrUn_NT_471753v1
AADN04012426.1	chrUn_NT_471764v1
AADN04012391.1	chrUn_NT_471744v1
AADN04012445.1	chr1_NT_456895v1_random
AADN04012416.1	chrUn_NT_471758v1
AADN04012404.1	chrUn_NT_471754v1
AADN04012526.1	chr3_NT_459309v1_random
AADN04012410.1	chrUn_NT_471755v1
AADN04012421.1	chrUn_NT_471762v1
AADN04012417.1	chrUn_NT_471759v1
AADN04012418.1	chrUn_NT_471760v1
AADN04012435.1	chrUn_NT_471770v1
AADN04012414.1	chrUn_NT_471756v1
AADN04012415.1	chrUn_NT_471757v1
AADN04012515.1	chr1_NT_456906v1_random
KQ759434.1	chr7_NT_461171v1_random
AADN04012446.1	chr2_NT_458362v1_random
AADN04012565.1	chr3_NT_459311v1_random
AADN04012392.1	chr11_NT_461952v1_random
AADN04012419.1	chrUn_NT_471761v1
AADN04001860.1	chrZ_NT_463667v1_random
AADN04012407.1	chr12_NT_462103v1_random
AADN04012550.1	chr2_NT_458372v1_random
AADN04012425.1	chrUn_NT_471763v1
AADN04012460.1	chr5_NT_460592v1_random
AADN04012427.1	chrUn_NT_471765v1
AADN04012428.1	chrUn_NT_471766v1
AADN04012453.1	chr5_NT_460590v1_random
AADN04012456.1	chrUn_NT_471783v1
AADN04012430.1	chrUn_NT_471767v1
AADN04012444.1	chrUn_NT_471777v1
AADN04012473.1	chr1_NT_456898v1_random
AADN04012490.1	chr17_NT_462608v1_random
AADN04012591.1	chr8_NT_461445v1_random
AADN04012512.1	chr1_NT_456904v1_random
AADN04012432.1	chrUn_NT_471768v1
AADN04012489.1	chr1_NT_456900v1_random
AADN04012558.1	chr1_NT_456910v1_random
AADN04012436.1	chrUn_NT_471771v1
AADN04012438.1	chrUn_NT_471772v1
AADN04012447.1	chrUn_NT_471778v1
AADN04012433.1	chrUn_NT_471769v1
AADN04012440.1	chrUn_NT_471773v1
AADN04012441.1	chrUn_NT_471774v1
AADN04012443.1	chrUn_NT_471776v1
AADN04012449.1	chrUn_NT_471779v1
AADN04012486.1	chr2_NT_458367v1_random
AADN04012442.1	chrUn_NT_471775v1
AADN04012451.1	chrUn_NT_471780v1
AADN04012452.1	chrUn_NT_471781v1
AADN04012457.1	chr1_NT_456896v1_random
AADN04012478.1	chr2_NT_458365v1_random
AADN04012454.1	chrUn_NT_471782v1
AADN04012556.1	chr2_NT_458374v1_random
AADN04012458.1	chrUn_NT_471784v1
AADN04012472.1	chr24_NT_463162v1_random
AADN04012530.1	chr19_NT_462754v1_random
AADN04012461.1	chrUn_NT_471785v1
AADN04012467.1	chrUn_NT_471789v1
AADN04012509.1	chr1_NT_456903v1_random
AADN04012765.1	chr1_NT_456928v1_random
AADN04012462.1	chrUn_NT_471786v1
AADN04012501.1	chr11_NT_461954v1_random
AADN04012532.1	chr2_NT_458371v1_random
AADN04012466.1	chrUn_NT_471788v1
AADN04012468.1	chrUn_NT_471790v1
AADN04012464.1	chrUn_NT_471787v1
AADN04012469.1	chrUn_NT_471791v1
AADN04012474.1	chr2_NT_458364v1_random
AADN04012470.1	chr1_NT_456897v1_random
AADN04012576.1	chr1_NT_456911v1_random
AADN04012494.1	chr4_NT_460057v1_random
AADN04012475.1	chrUn_NT_471792v1
AADN04012497.1	chr24_NT_463163v1_random
AADN04012505.1	chr5_NT_460593v1_random
AADN04012476.1	chr1_NT_456899v1_random
AADN04012477.1	chrW_NT_463534v1_random
AADN04012479.1	chrUn_NT_471793v1
AADN04012480.1	chrUn_NT_471794v1
AADN04012483.1	chrUn_NT_471796v1
AADN04012463.1	chr2_NT_458363v1_random
AADN04012481.1	chrUn_NT_471795v1
AADN04012484.1	chrUn_NT_471797v1
KQ759417.1	chr4_NT_460060v1_random
AADN04012583.1	chr3_NT_459312v1_random
AADN04012533.1	chr1_NT_456907v1_random
AADN04012485.1	chrUn_NT_471798v1
AADN04012528.1	chr2_NT_458370v1_random
AADN04012500.1	chr1_NT_456901v1_random
AADN04012487.1	chr2_NT_458368v1_random
AADN04012491.1	chrUn_NT_471799v1
AADN04012492.1	chrUn_NT_471800v1
AADN04012499.1	chr2_NT_458369v1_random
AADN04012514.1	chrUn_NT_471808v1
AADN04012551.1	chr26_NT_463298v1_random
AADN04012493.1	chr8_NT_461444v1_random
AADN04012496.1	chrUn_NT_471802v1
AADN04012506.1	chr1_NT_456902v1_random
AADN04012562.1	chr20_NT_462880v1_random
AADN04012601.1	chr28_NT_463391v1_random
AADN04012495.1	chrUn_NT_471801v1
AADN04012539.1	chr4_NT_460059v1_random
AADN04012510.1	chr3_NT_459308v1_random
AADN04012553.1	chr17_NT_462609v1_random
AADN04012508.1	chr4_NT_460058v1_random
AADN04012504.1	chrUn_NT_471805v1
AADN04012498.1	chrUn_NT_471803v1
AADN04012503.1	chrUn_NT_471804v1
AADN04012560.1	chr6_NT_460933v1_random
AADN04012622.1	chr6_NT_460934v1_random
AADN04012691.1	chr1_NT_456924v1_random
AADN04012507.1	chrUn_NT_471806v1
AADN04012527.1	chr3_NT_459310v1_random
AADN04012668.1	chrUn_NT_471894v1
AADN04012511.1	chrUn_NT_471807v1
AADN04012516.1	chr20_NT_462879v1_random
AADN04012518.1	chrUn_NT_471810v1
AADN04012524.1	chrUn_NT_471815v1
AADN04012517.1	chrUn_NT_471809v1
AADN04012519.1	chrUn_NT_471811v1
AADN04012549.1	chr4_NT_460061v1_random
AADN04012520.1	chrUn_NT_471812v1
AADN04012521.1	chrUn_NT_471813v1
AADN04012592.1	chr1_NT_456912v1_random
AADN04012513.1	chr1_NT_456905v1_random
AADN04012523.1	chrUn_NT_471814v1
AADN04012525.1	chrUn_NT_471816v1
AADN04012570.1	chr2_NT_458375v1_random
KQ759695.1	chrUn_NT_471829v1
AADN04012579.1	chr22_NT_463040v1_random
AADN04012602.1	chr7_NT_461172v1_random
AADN04012638.1	chr5_NT_460594v1_random
AADN04012529.1	chrUn_NT_471817v1
AADN04012535.1	chrUn_NT_471819v1
AADN04012531.1	chrUn_NT_471818v1
AADN04012536.1	chrUn_NT_471820v1
AADN04012674.1	chr1_NT_456921v1_random
AADN04012685.1	chr1_NT_456922v1_random
AADN04012537.1	chrUn_NT_471821v1
AADN04012538.1	chr1_NT_456909v1_random
AADN04012608.1	chr7_NT_461174v1_random
AADN04012542.1	chrUn_NT_471822v1
AADN04012547.1	chrUn_NT_471827v1
AADN04012599.1	chr2_NT_458378v1_random
AADN04012543.1	chrUn_NT_471823v1
AADN04012545.1	chrUn_NT_471825v1
AADN04012546.1	chrUn_NT_471826v1
AADN04010700.1	chrUn_NT_470741v1
AADN04012544.1	chrUn_NT_471824v1
AADN04012548.1	chrUn_NT_471828v1
AADN04012603.1	chr4_NT_460062v1_random
AADN04012575.1	chrUn_NT_471841v1
AADN04012577.1	chr10_NT_461783v1_random
AADN04012557.1	chrUn_NT_471830v1
AADN04012559.1	chrUn_NT_471831v1
AADN04012561.1	chrUn_NT_471832v1
AADN04012564.1	chrUn_NT_471834v1
AADN04012566.1	chrUn_NT_471835v1
AADN04012567.1	chrUn_NT_471836v1
AADN04012563.1	chrUn_NT_471833v1
AADN04012596.1	chr18_NT_462676v1_random
AADN04012594.1	chr2_NT_458377v1_random
AADN04012611.1	chr1_NT_456915v1_random
AADN04012568.1	chrUn_NT_471837v1
AADN04012569.1	chrZ_NT_464021v1_random
AADN04004269.1	chrZ_NT_463794v1_random
AADN04012580.1	chrUn_NT_471843v1
AADN04012571.1	chrUn_NT_471838v1
AADN04012573.1	chrZ_NT_464022v1_random
AADN04012574.1	chrUn_NT_471840v1
AADN04012667.1	chr1_NT_456920v1_random
AADN04012572.1	chrUn_NT_471839v1
AADN04012632.1	chr2_NT_458379v1_random
AADN04012649.1	chr1_NT_456918v1_random
AADN04012578.1	chrUn_NT_471842v1
AADN04012582.1	chrUn_NT_471844v1
AADN04012585.1	chrUn_NT_471846v1
AADN04012829.1	chr1_NT_456931v1_random
AADN04012675.1	chr4_NT_460064v1_random
AADN04012584.1	chrUn_NT_471845v1
AADN04012588.1	chrUn_NT_471849v1
AADN04012589.1	chrUn_NT_471850v1
AADN04012590.1	chrUn_NT_471851v1
AADN04012586.1	chrUn_NT_471847v1
AADN04012633.1	chr2_NT_458380v1_random
AADN04024642.1	chrUn_NT_479483v1
AADN04012600.1	chr12_NT_462104v1_random
KQ759696.1	chrUn_NT_471866v1
AADN04012692.1	chr3_NT_459314v1_random
AADN04012587.1	chrUn_NT_471848v1
AADN04012593.1	chrUn_NT_471852v1
AADN04012598.1	chrUn_NT_471855v1
AADN04012606.1	chr7_NT_461173v1_random
AADN04012595.1	chrUn_NT_471853v1
AADN04012597.1	chrUn_NT_471854v1
AADN04012732.1	chr3_NT_459317v1_random
AADN04012746.1	chr5_NT_460598v1_random
AADN04012619.1	chr4_NT_460063v1_random
AADN04012609.1	chr1_NT_456914v1_random
AADN04012680.1	chr2_NT_458388v1_random
AADN04012604.1	chrUn_NT_471856v1
AADN04012655.1	chr1_NT_456919v1_random
AADN04012605.1	chrUn_NT_471857v1
AADN04012646.1	chr2_NT_458383v1_random
AADN04012613.1	chrUn_NT_471860v1
AADN04012607.1	chr1_NT_456913v1_random
AADN04012610.1	chrUn_NT_471858v1
AADN04012684.1	chr5_NT_460596v1_random
AADN04012627.1	chrUn_NT_471867v1
AADN04012612.1	chrUn_NT_471859v1
AADN04012614.1	chrUn_NT_471861v1
AADN04012615.1	chrUn_NT_471862v1
AADN04012616.1	chrUn_NT_471863v1
AADN04012617.1	chrUn_NT_471864v1
AADN04012643.1	chrUn_NT_471877v1
AADN04012620.1	chr10_NT_461784v1_random
AADN04012621.1	chrUn_NT_471865v1
AADN04012687.1	chr20_NT_462881v1_random
AADN04012626.1	chr1_NT_456916v1_random
AADN04012630.1	chrUn_NT_471870v1
AADN04012635.1	chr2_NT_458381v1_random
AADN04012670.1	chr2_NT_458385v1_random
AADN04012628.1	chrUn_NT_471868v1
AADN04012631.1	chrUn_NT_471871v1
